,star,date,review
3,5,2018년 11월 9일, 최고의 게임
,3,2018년 11월 27일, 첨엔 재미있었는데 레벨이 올라갈수록 노트 펜으로그리는게 아닌이상 손으로 그리기도 불편하고 자꾸 버그가 생깁니다. 짜증!
0,1,2018년 11월 25일," 아니,,,,,,,게임하다가 자꾸 첨 화면으로 돌아가서 겁나 빡침,,,그래서 삭제ᆢ"
1,5,2018년 11월 24일, 여자랑남자가 뽀뽀를 해서 우에
2,5,2018년 11월 25일, 제가한게임중에서가장최고!입니다~~^^ 완전마이스타일^^
3,4,2018년 12월 4일, 재미있어요 근데 좀 어렵넹.
4,1,2018년 11월 24일, 이게임 바로 삭제 하세요
5,4,2018년 12월 1일, 재밌는데 질리네요
6,1,2018년 11월 29일," 해킹 당한것같아요 ,,"
7,5,2018년 11월 17일," 정말 인생 최고의 게임 TOP 3안에는 들어욥! 여러분들 리뷰 보시면서 다운로드 기다리시는 것도 좋을 것 같아서 장문으로 쓰려고 합니다!! 지금쯤이면 다 다운로드 되신 분들도 많으실텐데, 정말 후회하지 않으실거고요, 광고가 조금 많이 나오는데 광고는 와이파이나 데이터 끄시면 간단하게 하실 수 있습니다!! 좋은 하루 보내세요~^^"
8,5,2018년 11월 12일, 짱 재밌고 간편 하고 좋고 인기 많은 게임 이예요 이 게임 만든 사람이 주군지 몰라도 좋은 게임을 만들어 주셔서 감사합니다
9,5,2018년 11월 12일, ㅁㅊ님 양심없으심? 광고 개많음
,1,2018년 12월 4일, 광고땜에 갬을해먹질못하겟음
0,5,2018년 11월 24일, 별에서 끝나지 않고 왕관까지 있네요 그 이후에는 속도가 빨라지는데 재밌네요
1,5,2018년 11월 24일, 너너너너너너무짱
2,5,2018년 11월 24일, 저 최고기록이 5743이에요(진짜임)
3,5,2018년 11월 23일, 이 게임 엄청 개꿀
4,5,2018년 11월 24일, 그냥그래 요 ㅎㅎㅎㅎㅎ
5,3,2018년 11월 23일, 광고..
6,5,2018년 11월 24일, 최고
7,5,2018년 11월 17일, 정말 재미있게 하고있어요.^^ 이게임 만드신 분께 감사드려요
8,1,2018년 11월 18일, 터치가 안 먹히네요
9,4,2018년 11월 21일, 처음 들어가면 나오는 음악이 무엇인지 알수 있을까요?
,5,2018년 12월 2일, 극혀처ㅛㅌ요뇰첳챠ㅗ 너무 늦게 드려서 죄송합니다
0,5,2018년 12월 1일, 시간이 넘 잘감 광고조장은 좀 심함
1,5,2018년 11월 30일, I bought lv 10 airline from shop but it was not applied. Please let me know how I can apply it.
2,5,2018년 12월 2일, 개노잼 시ㅂ ㅏ ㄹ
3,5,2018년 11월 29일, 단순하고 재밌습니다.
4,5,2018년 11월 30일, 정말 중독성 있고 아주 재미있는 게임입니다
5,5,2018년 11월 27일, 시간 낭비하기 좋은 게임
6,5,2018년 12월 2일, ㅅㅈㅂㅈㄱㅌ크
7,5,2018년 12월 2일, 조아 오ㅡ
8,5,2018년 12월 5일, 다양한 비행기 우주선 보고싶네요 모으기가 힘든거 같아요
9,5,2018년 12월 4일, 좋다 시간뻐기기
,5,2018년 12월 6일, 저 베타 버전하고 삭제하고 앱을 지우고 다시 깔라고 해서 했는데 모든게초기화 돼어 버렸어요ㅠㅠㅠ 복구 부탁합니다.
0,1,2018년 11월 29일, 저..계속. 깔았다가 지웠는데 친구맵에 안들어가져요
1,5,2018년 12월 1일, 굿!!!
2,4,2018년 12월 5일, 좋네요.... 친구맵이나 멀티 플래이 하려고 했는데 만약 친구에 아무도 없으면 버전이 같은지 확인 하시고 만약 같은데 안 뜨면 와이파이를 보세요 와이파이가 같아야 됨니다 만약 로그인을 하면 와이파이가 같을 필요 없이 그냥 됩니다.
3,5,2018년 12월 2일, 이거 잠깐 지웠다 깔았는데 로그인이 안되있길레 다시 하는 데 계속 안된다고 떠요 이거좀 어떻게 해주세요
4,5,2018년 11월 30일, 이건 제 부탁인데 데스런 깔았더니 팅김 그해서 지웠다 깔아도 계속 안됨 수정 좀.....
5,3,2018년 12월 2일, 이거 정식 버전으로 업데이트 언제되나요? 베타는 오류가 너무 많아서 즐길 수 가 없네요 빨리 업데이트좀요 ;; ^^
6,5,2018년 12월 1일, 너무꿀잼 계속 하게되서 재미있음
7,1,2018년 11월 30일, 아아악 진짜 오류떠!
8,5,2018년 11월 30일, 아주 좋아요
9,5,2018년 12월 1일, 꿀잽
,3,2018년 5월 12일," 1의 퍼즐을 재밋다! 싶은 정도로 플레이하신 분들은 조금 비추합니다... 그래픽은 전작보다 상당히 발전해 극에 달한 아름다운 색감이지만 
1의 퍼즐이 중상~상 쯤의 재미있는 퍼즐인 반면 2는 스토리,그래픽이 훌륭한 대신 퍼즐의 난이도를 극하까지 잃었습니다 ㅠ 실제 플레이 
타임도 1의 1/4? 1/5? 정도 밖에 안되네요...."
0,5,2018년 11월 25일," 확실히 전작에 비해 난이도가 아쉽지만 여전히 훌륭한 게임. 몽환적인 분위기, 스토리, 작품성, 특히 색감이 굉장히 좋았습니다. 색감은 전작보다 더 좋아진 느낌이었고요. 독특한 퍼즐도 전작과 마찬가지로 재밌었는데 특히 나무로 길을 풀어나가는게 신박했어요. 난이도도 그렇게 엄청 쉽다 싶은 건 아니지만 확실히 전작보다 꽤 쉬워진 건 맞으므로 전작보다 더 어려웠으면 좋겠다! 하시는 분은 좀 실망하실 수도 있겠네요."
1,5,2017년 12월 2일, 전작에 이어 이번에도 너무 좋았어요! 그래픽 여전히 너무 좋고 퍼즐은 과수원챕터가 특히 좋았네요. 난이도는 전작이랑 비슷한듯 살짝 더 쉬운 느낌? 좀 더 어려웠으면 푸는 맛이 있었을텐데 살짝 아쉽네요. 전작처럼 추가챕터가 언젠가 업데이트될까 기대중입니다:)
2,4,2018년 11월 23일, 살짝 어려운 구간도 있었지만 이리저리 맞춰보면 잘 넘어가서 막히는 부분없이 수월하게 했습니다. 음향과 그래픽 모두 만족합니다. 일부 한 챕터라기엔 너무 짧지 않나 싶은 게 있어 아쉬움이 남네요. 그래도 전편과 다르게 직접 문양을 그려 볼 수 있는 점이 독특하고 좋았습니다. 저만의 특별한 문양을 만들어 볼 수 있다는 점? 할인했을 때 샀지만 정말 유료로 살 만한 가치가 있습니다!
3,5,2018년 5월 2일," 역시 모뉴먼트벨리 기대를 져버리지 않습니다. 항상 분량이 적어 아쉽지만 그만큼 아이디어가 돋보이는 작품이네요. 이런 
킹갓엠페러제네럴메저스티충무공뷰티플프리티러블리하이얼인텔리전스컬러풀레어 게임을 하게 해주셔서 감사합니다"
4,5,2018년 4월 6일, 이번에조 몽환적인 분위기의 모뉴멘트 벨리 잘 플레이 했습니다. 내용은 전작과 이번작 모두 마음에 듭니다. 다만 트릭이랄까 전작이 머리를 더 많이 써야되는 재미가 있었던것같네요. 다음작도 예정되있다면 기다리고 있겠습니다
5,5,2018년 2월 22일, 1과 2를 전부 플레이한 사람으로서 1과는 달리 난이도가 많이 떨어졌지만 스토리가 정말 훌룡합니다. 이게임을 하면서 뭉클해지기도 했습니다. 난이도가 떨어진건 아쉽지만 1은 스토리를 제데로 파악하지 못했는데 2는 분명하고 스토리가 정말좋네요. 별5개가 아까울 정도입니다^^
6,5,2018년 4월 5일, 역시 모뉴먼트 밸리.. 기대를 저버리지 않네요. 아쉬운건 난이도가 많이 쉬워 금방 깼고요.. 플레이어가 모뉴먼트를 직접 제작할수 있단 걸 사전에 미리 짧게 알려줬으면 해요. 색감도 너무 예쁘고 아이가 쫑쫑 걸어다니는게 너무 귀여웠네요. 엄마미소 지으면서 플레이했어요.
7,5,2017년 12월 17일," 1,2 모두 구입하여 재미있게 했습니다. 플레이 시간이 길진 않습니다만, 장소에 구애 받지 않는 진짜 모바일 게임 다운 게임입니다. 돈이 아깝다고 생각하시는 분들은 지금 이 시간에도 수십초만에 몇만원을 아무렇지도 않게 날리게 하는 수많은 사행성 도박들이 부끄러운 줄도 모르고 게임의 이름을 빌려 쏟아지는 우리의 현실을 다시 한 번 제대로 보셨으면 함."
8,5,2018년 1월 30일, 좋구요.저는 개인적으로 해저도시가 맘에 드네요. 근데 스테이지가 더 많으면 좋았울 것 같아서 살짝  아쉽네요. 전반적으로 아주 재밌고 그래픽이 예쁘네요. 돈이 아깝지 않네요.
9,5,2018년 6월 13일," 와진짜....너무좋아요... 블럭을 움직일때 단순한 효과음밖에 없어서 조금 아쉬웠지만 역시 이게임을 사길 잘했다! 라는 생각밖에 
안드네요! 1편보다 스토리도 좋고 캐릭터도 좋고 색감도 좋았어요ㅜㅜ 이런 게임 만들어주셔서 감사합니다!!"
,5,2018년 5월 19일," 무료로 풀렸을 때 다운받은 유저지만, 이 게임은 확실히 돈 주고 할만 한 가치가 있었습니다. 좀 아쉬운 점이라면 짧아서 감질맛 나는 
정도. 그래도 괜찮아요😁😁 이 게임은 엔딩이 먹여주니까. 진짜 엔딩 보고 감동 받았어요. 이제까지 핸드폰 게임하면서 이렇게까지 
감동한 적은 처음이에요. 개발자님 제 사랑을 받아주세요😍😍"
0,5,2018년 6월 5일," 진짜 너무 재미있고 은근중독성있네요! 그래픽도 좋고 챕터도 다 하나하나 예쁘게 만들어져있고 스토리랑 난이도도 좋네요 원래 리뷰 잘 
안남기는데 너무 재미있고 제 최애, 인생게임이라서 남기네요. 비록 무료로 잠깐 풀렸을때 다운받았지만 돈주고 샀어도 아깝지 않았을것 
같아요! 제작자분들 좋은 게임 만들어주셔서 정말 감사합니다! 3편도 나오길 기대할께요~"
1,5,2018년 4월 18일," 돈비싸다고 징징대는 사람들 멉니까? 1편 마지막 부분에 잘 보시길 바랍니 다. 이 금액이 어디에 쓰이는 건지요! 게임평은 아주 
좋습니다.^^♡ 몽환적인 느낌, 화려한 그래픽 또한 포근 한 느낌이들어서 올별마크 드립니다. 조만간 3편 나올것같다는 제 기분 탓일 
까요?^^"
2,5,2018년 9월 30일, 비싸서 안 사는거라면 먼저 이게임 할 가치가 없도다. 이게임은 4500원이상의 충분한 가치를 보일 뿐더러 당신의 생각 이상을 창조한다. 이게임을 전적으로 추천하고 비싸고 안 살거면 사지마라. 게임 가격은 제작자가 정한다. 따지지마라. 충분한 제력이다
3,5,2018년 5월 17일," 이 게임은 명작이라고 불려도 무방할정도로 스토리성이 뛰어나고, 또한 퍼즐마저 눈을 즐겁게 해주는 그래픽과 창작성으로 인해 짜증이 나지 
않습니다. 이런 몽롱한 게임을 너무나도 원해왔는데, 드디어 이 게임을 해봐서 영광입니다. Fps와 레이싱게임만 하던 사람으로써 눈을 
즐겁게 해주고 편안하게 해주는 게임은 이 게임이 아마 처음이 아닐까.. 싶습니다."
4,5,2018년 6월 9일," 유료로 모바일 게임을 구매해본 것은 처음 이여서 조금 망설였지만 기대 이상 입니다 ! 퀄리티가 좋고,무엇보다 터치감이 가장 마음에 
듭니다. 몽환적인 분위기가 예쁘네요 ~ 4.500원이 아깝지 않았어요"
5,5,2018년 5월 16일," 플레이스테이션의 완다와 거상이 생각나는건 저뿐인가요? 분위기나 BGM이 어렸을때 했던 완다와 거상이 생각나서 추억에 빠질 수 있어서 
좋았던거 같아요 운좋게 무료로 플레이 했는데 재밌는걸 넘어서서 좋았어요"
6,5,2018년 5월 13일," 처음으로 사고나서 후회 1도 안하는 게임. 추가 업데이트가 있을거라 생각했지만 후속작이 나왔다. 후속작도 구매해야지... 근데 게임을 
식제했다 다시 깔면 세이브파일이 날라가있다... 구매내역은 문제 없는데 세이브파일이 계속 날라가서 삭제할수가 없다. 폰 바꾸면 처음부터 
다시 깨야한다."
7,5,2018년 4월 12일, 마음이 따뜻 심플하고 몽환적 디자인 게임하는중 새로운이동을 발견하며 슬쩍 미소를 띄우고 내가 천재인가 하며 착각을 만드는 게임 비록 마지막단계를 깨면서 어라? 설마 여기서 끝나나? 살짝 허무함과 아쉬움이 느껴지지만 한편으론 게임의 기발한 독창성으로 인해 이해가되기도하고 딱 여기까지여서 게임에 싫증같은건 느끼지않고 좋은점만 남았다.히잉 더 늘려주세요ㅠㅠ
8,5,2018년 5월 17일," 살면서해본게임중 최고..발상에 감탄하며 몰입해버렸더니 킨직후 한시간반씩이나 플레이하며 마침내 깬 다음에야 제가 소리를 끄고플레이했다는 
것을 알았습니다ㅎ.. 넘잼써요ㅠㅠ 아쉬운건 넘짧다는것.. 3차원 그이상을 생각하게되는 킹갓게임..!"
9,5,2018년 5월 21일," 이거는 4500원 할 가치가 있답니다. 한번 플래이해보았지만 그래픽이 대단하고 조작이 매우 편리해 게임 초보들에게도 좋습니다. 제일 
좋은 퍼즐 게임이랍니다. 퍼즐 하면 지루하시죠? 이것은 다릅니다.계속 하고 싶습니다. 우리가 아는 퍼즐은 2차원, 이 게임은 3차원! 
다운로드 꼭 하세용~~~"
,4,2017년 8월 14일," 모든 부분이 좋았어요. 다만 게임 속도를 올릴수록 음높이도 덩달아 높아지네요.. 이 문제만 고친다면 더욱 완벽해질 것 같습니다.  Everything is so good. But, as the game speed increases, the pitch becomes higher... If this problem is fixed, this app will be even more perfect."
0,4,2017년 11월 26일, 유료인 만큼 게임플레이는 잘 돌아가요 근데... 퀵세이브 여러번하다보면 멈추는 경우가 있습니다... 이런 문제점이 생기니 다소 불편하는데 얼렁 버그를 고쳐주었으면 합니다
1,5,2017년 5월 27일," GBA, GBC 모두 My Boy를 따라올 에뮬레이터가 정말 단 하나도 없는듯하네요"
2,4,2018년 7월 5일, 스피드조절안되요? 포켓몬스터 노말스피드는 너무느리고 속도올리면 너무빨라서 불편해요
3,4,2018년 2월 17일, 다좋습니다 포켓몬하는데 빠르기 조절이가능하나요 너무빨라서요
4,5,2017년 9월 18일, 5500원의 가치가 있는 에뮬입니다. 감사합니다.
5,3,2018년 6월 4일, 한글지원해주세요. 절실합니다.
6,5,2018년 7월 11일, Green Filter Please!!
7,5,2017년 9월 10일, 최고의 구동앱
8,4,2016년 8월 28일,대박이네요.아쉬운점 한가지.. 지원되는 파일형식중에 7z가 안되는게 좀... 이게 압축률이 좋아서 용량면에서 좋은데 아쉽네요.
