,name,review,lda-result-cosine,lda-result-euclide
383,Monument Valley, 마음이 따뜻 심플하고 몽환적 디자인 게임하는 중 새로운 이동을 발견하며 슬쩍 미소를 띠고 내가 천재인가 하며 착각을 만드는 게임 비록 마지막 단계를 깨면서 어라? 설마 여기서 끝나나? 살짝 허무함과 아쉬움이 느껴지지만 한편으론 게임의 기발한 독창성으로 인해 이해가 되기도 하고 딱 여기까지여서 게임에 싫증 같은 건 느끼지 않고 좋은 점만 남았다. 히잉 더 늘려주세요ㅠㅠ,"('Bloons TD 5',)","('Bloons TD 5',)"
384,Monument Valley, 살면서 해본 게임 중 최고.. 발상에 감탄하며 몰입해버렸더니 킨 직후 한 시간 반씩이나 플레이하며 마침내 깬 다음에야 제가 소리를 끄고 플레이했다는 것을 알았습니다ㅎ.. 넘잼써요ㅠㅠ 아쉬운 건 너무 짧다는 것.. 3차원 그 이상을 생각하게 되는 킹 갓 게임..!,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
385,Monument Valley," 이거는 4500원 할 가치가 있답니다. 한번 플레이해보았지만 그래픽이 대단하고 조작이 매우 편리해 게임 초보들에게도 좋습니다. 제일 좋은 퍼즐 게임이랍니다. 퍼즐 하면 지루하시죠? 이것은 다릅니다. 계속하고 싶습니다. 우리가 아는 퍼즐은 2차원, 이 게임은 3차원! 다운로드 꼭 하세요~~~","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
386,My OldBoy! - GBC Emulator," GBA, GBC 모두 My Boy를 따라올 에뮬레이터가 정말 단 하나도 없는듯하네요","('Bubble Shooter',)","('Bubble Shooter',)"
387,My OldBoy! - GBC Emulator, 5500원의 가치가 있는 에뮬입니다. 감사합니다.,"('Cluedo',)","('Cluedo',)"
388,My OldBoy! - GBC Emulator, Green Filter Please!!,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
389,My OldBoy! - GBC Emulator, 최고의 구동 앱,"('Angry Birds Rio',)","('Angry Birds Rio',)"
390,My OldBoy! - GBC Emulator,화면삑삑돌아가는데ㅡㅡ 이거 화면 고정 같은 건 못하나요_-,"('Angry Birds Classic',)","('Angry Birds Classic',)"
391,My OldBoy! - GBC Emulator,필터효과가 특히 맘에 들었지만 필터효과 좀 더 많았으면 좋겠어요 다른 인터페이스는 편한 것이 참 좋은 것 같아요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
392,My OldBoy! - GBC Emulator, 너무 좋습니다. 버벅거림 따윈 없고 잘 돌아가네요. my boy! 도 추천드립니다.,"('Angry Birds Rio',)","('Angry Birds Rio',)"
393,My OldBoy! - GBC Emulator,VERY GOOD Such a nice~,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
394,NBA 2K19, 카메라를 2k로 설정하면 관중이 사라지네요.. 그리고 관중 설정이 낮으면 관중 퀄리티가 낮은 게 아니라 관중 수가 낮아지네요?;; 이것들 빼고는 모두 저번 시즌보다 개선된 거 같습니다.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
395,NBA 2K19, 드디어 멀티생겻내요,"('Block Puzzle',)","('Block Puzzle',)"
396,NBA 2K19, 로스터가 왜 이 모양 이조. 좀 심한 것 같네요. 다른 건 다 마음에 드는데 빠른 시간 내에 로스터 신장 프로필이랑 없는 선수들도 반영해주세요. 그리고 빅맨들 3점 슛 시도율도 좀 올려주세요 현실 반영해서요 그러면 감사하겠습니다,"('Bubble Shooter',)","('Bubble Shooter',)"
397,NBA 2K19,,"('Angry Birds Classic',)","('Angry Birds Classic',)"
398,NBA 2K19, 16부터 이용해왔는데 정말 재밌네요 다만 컨트롤 좀 2k18 버전으로도 업데이트해주세요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
399,NBA 2K19, 전작에 비해 컨트롤이 조금 어렵지만 조던을 플레이할 수 있다는 것만으로도 굿~,"('Angry Birds Rio',)","('Angry Birds Rio',)"
400,NBA 2K19, 아니... 다른 건 다 좋은데 로스터가 왜 이럼 심지어 웨이드 없는 건 좀 심한데,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
401,NBA 2K19, 게임 거지같이 만들었네 똑같지가 않고 너무렉 심하고 이미지랑 똑같지도 않고 그냥 218이 더 나요 너무하다 진짜 관객도 없고 2k이 반성해라,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
402,NBA 2K19, 다 좋은데 그래픽이 조금 아쉽습니다,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
403,NBA 2K19, 모바일에 이만한 농구 게임이 또 있을까 싶네요. 농구를 좋아한다면 지르세요~!!,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
404,NBA JAM  by EA SPORTS™,난 매우 만족.. ㅎ 옛날 오락실에서 하던..  Jodan 은 없는 건가요??,"('Block Puzzle',)","('Block Puzzle',)"
405,NBA JAM  by EA SPORTS™, 짱,"('Bloons TD 5',)","('Bloons TD 5',)"
406,NBA JAM  by EA SPORTS™,재밌어요 재밋긴졸잼슴 콘텐츠 좀 늘려주고 2:2 말고 플레이할 수 있는 선수 좀 늘려주세요 움직임이 실제랑 비슷하게 잘 만듦,"('Angry Birds Classic',)","('Angry Birds Classic',)"
407,NBA JAM  by EA SPORTS™,훌륭한 게임 너무 재밌어요.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
408,PUBG MOBILE, 제작자님 너무나 재밌고요 이거는 현질을 안 하면 할 수 없는 게 너무 많아요. 좀 줄여줬으면 합니다. ㅎㅎ,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
409,PUBG MOBILE, This game is f$#@ing perfact just add 8 squad pls and can you make team kills too?,"('Cluedo',)","('Cluedo',)"
410,PUBG MOBILE, 소리 가 너무 좋아 진짜 잘 어울리는 것 같아요. 업데이트할 때까지 계속 저는 기다리고 있습니다 그리고 저는 제가 좋아하는 것 같은 느낌이 들어요 안녕히 계세요 🇱🇷🇱🇷🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🇱🇷🇱🇷🇰🇷🇰🇷🇰🇷🇱🇷🇱🇷🇰🇵🇰🇵🌏😀🤲🙌,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
411,PUBG MOBILE, 넘날 고인물들이 많네(나도 고인 물 ㅋㅋ),"('Bloons TD 5',)","('Bloons TD 5',)"
412,PUBG MOBILE, 엿 나라에는 아빠랑 피시방에서 했는데 모바일로 하니까 너무 좋아요.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
413,PUBG MOBILE, Please add update to Android 0.9.1 I could give you five stars if you could let the Androids update,"('Block Puzzle',)","('Block Puzzle',)"
414,PUBG MOBILE, 가끔씩 죽을 때 로비로 가는 버튼이 안 떠요,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
415,PUBG MOBILE, Lovely game I loce it,"('Cluedo',)","('Cluedo',)"
416,PUBG MOBILE, The best game,"('Block Puzzle',)","('Block Puzzle',)"
417,PUBG MOBILE, 배그 열심히 할게요,"('Age of Civilizations II',)","('Age of Civilizations II',)"
418,Paper.io 2, 광고 나오시면 와이파이나 모바일 데이터 끄시면 돼요 엄청 재밌어요! 근데 처음에 어떻게 하는지 몰라서 헤맸어요ㅠ 도움말 같은 것이 있으면 합니다!,"('Bubble Shooter',)","('Bubble Shooter',)"
419,Paper.io 2, 광고가 너무 많다고 하시는 분들이 많은데 와이파이랑 데이터 모두 끄고 플레이하면 광고 안 뜨고요(대신 부활도 못해요) 곡선으로 잘 움직여서 컨트롤도 좋아요. 이 게임 진짜로 재미있어요,"('Age of Civilizations II',)","('Age of Civilizations II',)"
420,Paper.io 2, 너무 재밌고 악플 다시는 분은 그냥 게임을 지우시면 되지. 꼭 이 게임 만든 분이 기분 나쁘게 만들 필요는 없잖아욬ㅋ머리는 생각하라고 만든거임욬ㅋ,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
421,Paper.io 2, 넘어 재미있어요! 100 가서 같고 싶었던 유니콘도 어덨고~혼자하는것도 있고~화면 조절도 있고~아... 너무 좋아요! 닉도 바꾸고~저의 게임 중에서 1위어요! 이 게임 추천! 안 깔으면 후해!ㅠㅠ,"('Cluedo',)","('Cluedo',)"
422,Paper.io 2, 대단 님들 이유 없이 죽은 이유 알려줄까요? 1. 자기 손에 자기가 다서 죽은 이유 2. 님이 너무 멀리 가서 딴 사람이 님이 선을 걸려서 죽은 이유 3. 버그가 걸려서가 죽은 이유 이유는 이렇게 총 3가지 정도 있습니다 (제가 해본 결과) 버그가 걸리는 경우는 많지는 않습니다. 그리고 광고가 좀 뜨는 건 사실입니다 그런데 와이파이 꺼놓고 하면 광고가 안 떠서 더 재미있게 게임을 플레이할 수 있습니다 그리고 규칙 좀 잘 알고 게임하시고 규칙도 모르면 악플 달지 마세요,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
423,Paper.io 2," 진짜 너무 재밌어요!! 심심할 때 이 게임을 하면 별로 심심하지도 않고, 친구한테도 추천해줬는데 너무 재밌다고 하더라고요! 광고도 별로 안 나오고 괜찮은 것 깉아요.!","('Bloons TD 5',)","('Bloons TD 5',)"
424,Paper.io 2, 아니... 이유 없이 죽는 게 아니라 다른 사람들이 선을 밟고 죽는거잖아요;;ㅉㅉ 전 그거 상관없어요. 데이터 와이파이 끄면 광고 안 나오는 거 정말 좋아요,"('Angry Birds Classic',)","('Angry Birds Classic',)"
425,Paper.io 2," 님들아 와파, 데이터 끄고 하면 광고 안 나오고 렉도 안 걸려요! 그리고 아무 이유 없이 죽는 게 아니라 내가 지나간 자리에 선이 남거든요? 다른 분들이 그기 닿으면 님이 죽는 거예요","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
426,Paper.io 2, 이거 너무 재미있어요!! 이건 었덕해하는지도알고 재미가 있어요 😀이건 제가 생각으로 만들어야지 했는데 진짜님이 만들 셨네요 너무 감사하고 이 개야 재밌고 샤량해유,"('Bloons TD 5',)","('Bloons TD 5',)"
427,Paper.io 2, 아니 재미없으시면 이 게임을 하지 마시든가.. 애써서 만든 게임을 왜 재미없다고 말하세요ㅠㅠ 전 개인적으로 완전 꿀 잼!!!,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
428,Planet Bomber!, 하려면 현질해서 하세요 콘셉트는 재밌는데 초반 1시간은 대부분 광고 영상 보는 시간이고 갈수록 무기도 보스도 같은 패턴에 대미지나 피통만 늘여 논 형식이라 형탐 빡세게 옴. 한 5천 원 질러서 먼치킨 놀이할 거 아니면 솓노 대지 마세요.,"('Block Puzzle',)","('Block Puzzle',)"
429,Planet Bomber!, 게 꿀 잼인데 뭐가 재미없슴?,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
430,Plants vs. Zombies FREE, 이거 PC에서는 화분 2500원인데 왜 5000원이죠? 돈 낭비가 되네요 그리고 미니게임할 때 꼭 50000원 내야 되나요.. 돈 모으기 힘들어요 어드벤처에서 돈 750원만 썼는데 19000원 나왔네요.. 매 좀 추가해 주시면 좋겠어요 제가 체험판에게 너무 기대를 했나 봅니다,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
431,Plants vs. Zombies FREE, 저번에 했는데 갑자기 지워져서 다시 깔았음 ㅋㅋ 꿀잼ㅋㅋ똨ㅋ다솜님 잎은 나는 놈 날려요.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
432,Plants vs. Zombies FREE, 밤에도 해바라기를 쓰세요 밤 직전에 버섯을 써도 안돼서 해바라기를 썼더니 껬더라고요 그리고 밤바다 모드에서 유도탄이 좋습니다,"('Angry Birds Classic',)","('Angry Birds Classic',)"
433,Plants vs. Zombies FREE, 연잎은 물 위에 놓지 못하는 식물들을 물 위에 올릴 때 사용합니다.(연잎을 놓고 그 위에 다른 식물을 놓으세요.),"('Cluedo',)","('Cluedo',)"
434,Plants vs. Zombies FREE, 재미있음. 한번 해보면 중독성 끝장입니다,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
435,Plants vs. Zombies FREE, 이거 계정 연동 가능? 저장이 안 됨... 지웠는데,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
436,Plants vs. Zombies FREE, 힝 시간 잘 가고 너무 재밌게 했어요^^ 2탄으로 갑니다~ 즐겨요~~~,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
437,Plants vs. Zombies FREE, 너무 재미있어요 ᄒᄒᄒ,"('Cluedo',)","('Cluedo',)"
438,Plants vs. Zombies FREE, 1탄 끝 2탄 갑니다,"('Cluedo',)","('Cluedo',)"
439,Plants vs. Zombies FREE, ㅜ_ㅜ,"('Age of Civilizations II',)","('Age of Civilizations II',)"
440,Pocket City, 땅이 더 넓었으면 좋겠습니다. 레벨이 높아지면서 더 많은 건물을 지을 수 있지만 이미 땅이 꽉 차버렸어요.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
441,Pocket City, 심시티 좋아하면 해보세요 똑같음 할인 이벤트 ㄱㅅ,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
442,Pocket City, 소소하게 재밌어요~앞으로 더 다양한 콘텐츠와 넓은 맵을 지원해주셨으면 좋겠어요 굿 럭,"('Bubble Shooter',)","('Bubble Shooter',)"
443,Pocket City, korean patch plz,"('Bubble Shooter',)","('Bubble Shooter',)"
444,Pocket City, awesome,"('Bloons TD 5',)","('Bloons TD 5',)"
445,Pocket City, 후반부인데 돈 20000 이상 저금이 왜 안되죠ㅜㅜ 땅 넓혀야 되는데... 한번 사면 최소 3일 이상 하게 돼요,"('Bloons TD 5',)","('Bloons TD 5',)"
446,Pocket City, 나쁘지는 않다. 설정부터 건물까지 영어 해석하는데 걸리는 시간만 빼면.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
447,Pocket City, 과금 시스템이 없습니다,"('Bubble Shooter',)","('Bubble Shooter',)"
448,Pocket City, plz korean,"('Angry Birds Classic',)","('Angry Birds Classic',)"
449,Pocket City," 여러분 3000원이 아깝지 않은 게임입니다 정말로 꼭 해보세요 구글 플레이 잔액이 3000원 정도 남으면 무조건 이거 하세요 이 앱 결제 시스템이 없고, 전문적인 게임 요소와 현실 같은 사람들의 움직임, 다른 게임과는 다른 정말 현실적 요소가 깃든 여러 가지 건물들, 경제적 기반 시스템까지 없는 게 없습니다! 퀘스트를 깨는 맛도 쏠쏠하고 퀘스트 냥이 무려 초반에 30가지가 넘습니다~캬 이게 끝이 아니에요 전략 요소들이 숨어있어요!! 꼭 해보시길 바랍니다ㅏ!! ♥♥","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
450,Pokemon GO, 삼성(LG) 폰만 GPS 조작이 된다고 하네요. 빨리 바꿔주시면 좋겠습니다. 열심히 걸어 다니는 사람이 불쌍합니다. 어떡해 20KM 걸은 애가 애버라 그 사탕이 400개 정도 됩니다. 억울합니다.,"('Bubble Shooter',)","('Bubble Shooter',)"
451,Pokemon GO, 제작자님2 017년에 지우고 2018다시 깔았는데 어제 들어가지고 오늘 안 들어가죠요 다시 시도해주세요만 계 녹나와요ㅜ 어덕게해요?,"('Angry Birds Rio',)","('Angry Birds Rio',)"
452,Pokemon GO, 제가 오랜만에 접속을 했는데 GPS를 못 찾는다고 11 뜨는데 해결 방법 좀 알려주시면 좋겠음ㄴ다,"('Bubble Shooter',)","('Bubble Shooter',)"
453,Pokemon GO, 제작자님 다른 거는 다 좋습니다 그런데 지금 GPS 조작을 사람들이 너무 많이 합니다 그래서 GPS 조작 좀 막아 주시면 좋겠습니다 그리고 이제부터 GPS 조작을 하면 포켓몬 고 계정까지 정지시켜주시면 좋겠습니다,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
454,Pokemon GO, 다 좋은데 접속 및 상태가 안 좋네요. 서버가 이상한가요. 잘되다 이상하게 문제가 자주 생기네요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
455,Pokemon GO, 포켓몬 고를 아주 재미있게 하고 있는 28렙 유저입니다. 이번 1월 커뮤니티 데이는 아궁이를 했으면 졸겠습니다. 꼭 의견을봐주시면 감사하겠습니다.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
456,Pokemon GO, 게임을 너무 많이 해서 목 디스크 걸릴까 걱정됩니다. 어떤 조치가 필요한가요?,"('Bloons TD 5',)","('Bloons TD 5',)"
