,ind,name,review,lda,lda-result-cosine,lda-result-euclide
333,9688.0,Kick the Buddy, Kick The Boss 시절 느낌이 나는 게임이네요 그래픽 묘사가 개인에 따라서 혐오감을 줄 수 있기 때문에 주의해야 합니다. 게임의 형식 자체가 단순하고 간단히 즐기기 좋은 게임 같습니다,"[0.10391466, 0.14528799, 0.16045745, 0.13595493, 0.18826692, 0.15565507, 0.11046299]","('Bubble Shooter',)","('Bubble Shooter',)"
334,9689.0,Kick the Buddy, 악플 다시는 분들에게 말하는데요. 애초에 악플 다실 거면 왜 까시는 거죠? 제작자님이 공들여서 만드신 건데 그렇게 악플 다시고 뭐라 하시면 안되죠 쨌든 제작자님 전 좋게 쓰고 있습니다!!!,"[0.116550334, 0.17400867, 0.13325287, 0.12847432, 0.19625789, 0.1470791, 0.10437683]","('Block Puzzle',)","('Block Puzzle',)"
335,9690.0,Kick the Buddy, 제작자님이 스트레스를 풀게 만든 앱 아닐까요? 어떤 용도로 만들어졌는지 생각도 못 하면서 이렇게 말씀하시는 거 보고 참 어이가 없네요 전 스트레스를 풀고 참 좋은데 지우라뇨? 설명에 스트레스를 풀 수 있다고 돼있잖아요 ;; 그리고 지울라면 님들이나 지우세요 ㅋㅋㅋㅋ,"[0.110138245, 0.15345483, 0.14969677, 0.10366798, 0.1987142, 0.16509889, 0.11922909]","('Cluedo',)","('Cluedo',)"
336,9691.0,Kick the Buddy, 7살 미만보다는 17미만이 나을 것 같네요.. 근데 화 풀리는 건 기분 탓..?저 사이코패스 인가 봐욬ㅋ,"[0.1066266, 0.16731493, 0.14387773, 0.0996875, 0.21084979, 0.15865922, 0.11298424]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
337,9692.0,Kick the Buddy, 상대를 죽이고 7세미만이라니ㄷㄷ 광고도 많이 나왔도 스트레스를 풀게 해줌. 재미있어요.ㅋㅋㅋ,"[0.1090064, 0.15077081, 0.165336, 0.10186228, 0.19538821, 0.16215947, 0.1154768]","('Bloons TD 5',)","('Bloons TD 5',)"
338,9693.0,Kick the Buddy, 자 지금 이 게임 인기 앱/게임 액션 4위임. 난 솔직히 이해가 안감. 리뷰의 대부분이 최악 등급인데 왜 인기 앱/게임 액션 4위에 올랐을까? 그러면 답은 이거임. 최악 써놓고 재미있게 플레이하는 거임. 그리고 이거와 비슷한 게임도 많은데 이거만 집중적으로 괴롭히지 말자.,"[0.10811496, 0.15116177, 0.14672357, 0.101025365, 0.19587839, 0.16194756, 0.1351484]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
339,9694.0,Kick the Buddy, 다 잘 하고 있어요 그래서 링크 주소 연락처 주소 연락처 주소 연락처 주소 남겨주세요 그럼 제가 먼저 보고 있어요 그래서 저는 그냥 제가 제 남자친구입니다 제가 정말 좋아하는 제 남자친구가 저를 많이 좋아해서 많이 많이 사랑해주세요 제가 너무 잘못한 사고 또 다른 사람입니다 저는 정말 많은 사람들이 저를 어떻게 생각하세요 제가 너무 잘못한 사고 또 다른 사람입니다 저는 정말 많은 사람들이 저를 어떻게 생각하세요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Rio',)","('Angry Birds Rio',)"
340,9695.0,Kick the Buddy, 여러분들 이게 7세 이상인 이유는 이 게임 잘못은 아니고 스토어에서 허락을 해줬다는 거죠. 그러니깐 7세 이상인 정도로까지 많 잔인하단 거죠,"[0.108829826, 0.15055425, 0.14682734, 0.101748794, 0.19498847, 0.18174626, 0.115305044]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
341,9696.0,Kick the Buddy, 사이코패스도 아니고 행복하게 하나요?라는 질문을 주는 게 말이 되나요? 게임 자체가 인간의 기본적 도리를 넘은 거예요,"[0.10811496, 0.15116177, 0.14672355, 0.101025365, 0.19587839, 0.16194756, 0.13514844]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
342,9782.0,Kingdom Rush Vengeance," 묘하게 이전 시리즈보다 타격감이 약해졌어요. 뭐라고 딱 집어서 말하긴 어려운데 킹덤 러시 특유의 착 달라붙는 조작감 같은 게 덜 느껴져서 아쉽네요. 여타 타워디펜스보다 킹덤 러시가 좋았던 게 그 미묘한 조작감의 차이 때문이었는데... 생각해보면 아이언 마린도 같은 이유로 아쉬웠는데 그때쯤부터 뭔가 변했나 싶기도 하고요. 그래도 여전히 갓덤갓쉬라 재미는 있습니다. 다만 전작들이 워낙 갓갓이라 그런 거죠. 아 참, 그리고 유료 타워는 없어도 플레이에 지장이 없었습니다.","[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bloons TD 5',)","('Bloons TD 5',)"
343,9783.0,Kingdom Rush Vengeance, 엔딩 후 추가 보스 같은 건 없나요? 엔딩 보고 나서도 숨겨진 보스 같은 거 있으면 좋겠네요.,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
344,9784.0,Kingdom Rush Vengeance, 최고입니다 앞으로도 많은 게임 제작 부탁드립니다,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
345,9785.0,Kingdom Rush Vengeance, 역시 믿고 하는 아이언하이드,"[0.10613998, 0.14269729, 0.14108285, 0.099533215, 0.18463877, 0.1551066, 0.17080133]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
346,9786.0,Kingdom Rush Vengeance, 너무 재미있는데 좀 어려워요,"[0.099818066, 0.22702913, 0.13325714, 0.09221757, 0.19503246, 0.1480541, 0.10459155]","('Angry Birds Rio',)","('Angry Birds Rio',)"
347,9787.0,Kingdom Rush Vengeance, 예전 시리즈부터 재밌게 해왔습니다~ 유로 타워는 아쉽네요ㅠㅠ,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Block Puzzle',)","('Block Puzzle',)"
348,9788.0,Kingdom Rush Vengeance, Little bit miserable that premium tower has added... but still awesome as always!!!,"[0.1039128, 0.20358847, 0.14102073, 0.09709877, 0.18826495, 0.15565301, 0.11046127]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
349,9789.0,Kingdom Rush Vengeance, 과금 유도가 많아진 거 말고는 괜찮습니다,"[0.10811496, 0.17138198, 0.14672355, 0.10102536, 0.19587836, 0.16194756, 0.11492825]","('Bubble Shooter',)","('Bubble Shooter',)"
350,9790.0,Kingdom Rush Vengeance, 역시 킹덤 러시!,"[0.10811499, 0.1511618, 0.14672358, 0.10102538, 0.1958784, 0.16194758, 0.13514827]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
351,9791.0,Kingdom Rush Vengeance, 존존잼잼잼존잼존존잼댐존잼,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Rio',)","('Angry Birds Rio',)"
352,10163.0,Knock Balls, 너무너무 재미있습니다..💕👍,"[0.10811496, 0.15116177, 0.14672355, 0.101025365, 0.19587839, 0.18216774, 0.11492826]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
353,10164.0,Knock Balls, 최고의 게임,"[0.11890521, 0.1572764, 0.13670565, 0.13083896, 0.19954903, 0.15034989, 0.10637485]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
354,10165.0,Knock Balls, Good,"[0.10193184, 0.18064351, 0.13833234, 0.0952477, 0.20373993, 0.15268566, 0.12741902]","('Angry Birds Rio',)","('Angry Birds Rio',)"
355,10166.0,Knock Balls, 최고의 게임,"[0.12579136, 0.14816584, 0.14381558, 0.0990231, 0.21181586, 0.15873784, 0.11265044]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
356,10168.0,Love Balls, 여자랑 남자가 뽀뽀를 해서 우에,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bloons TD 5',)","('Bloons TD 5',)"
357,10169.0,Love Balls, 제가 한게임 중에서 가장 최고!입니다~~^^ 완전 마이 스타일^^,"[0.1039182, 0.14529099, 0.14102647, 0.097103916, 0.18827067, 0.21392344, 0.11046631]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
358,10170.0,Love Balls," 정말 인생 최고의 게임 TOP 3안에는 들어욥! 여러분들 리뷰 보시면서 다운로드 기다리시는 것도 좋을 것 같아서 장문으로 쓰려고 합니다!! 지금쯤이면 다 다운로드 되신 분들도 많으실 텐데, 정말 후회하지 않으실 거고요, 광고가 조금 많이 나오는데 광고는 와이파이나 데이터 끄시면 간단하게 하실 수 있습니다!! 좋은 하루 보내세요~^^","[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bubble Shooter',)","('Bubble Shooter',)"
359,10171.0,Love Balls, 정말 재밌고 간편하고 좋고 인기 많은 게임 이예요 이 게임 만든 사람이 주군제 몰라도 좋은 게임을 만들어 주셔서 감사합니다,"[0.108114995, 0.1511618, 0.1467236, 0.101025395, 0.19587842, 0.1619476, 0.1351482]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
360,10172.0,Love Balls, ㅁㅊ님 양심 없으심? 광고 게 많음,"[0.105972186, 0.14816584, 0.14381558, 0.0990231, 0.23163502, 0.15873784, 0.11265045]","('Bloons TD 5',)","('Bloons TD 5',)"
361,10173.0,Love Balls, 근데 진짜 재밌게 플레이를 했다,"[0.10392357, 0.14529553, 0.14103216, 0.097109035, 0.22714432, 0.15566503, 0.12983039]","('Bubble Shooter',)","('Bubble Shooter',)"
362,10174.0,Love Balls, I love this game but level 12 I need some help😐🤔🤗🤗,"[0.10811492, 0.15116175, 0.14672351, 0.10102533, 0.21609879, 0.1619475, 0.11492822]","('Bubble Shooter',)","('Bubble Shooter',)"
363,10175.0,Love Balls, 재미있는 계임입니다^^~.,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
364,10176.0,Love Balls, 너무 재미있어요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
365,10177.0,Love Balls, 진짜 조흔 게임ㅜㅜㅜㅜ 요고 광고 많이 나온다고 하시는 분들!! 데이터 끄심 됩니다 제작자님 감사합니다!! Thank you so much !!,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
366,10468.0,Minecraft, 굿!!!,"[0.10811497, 0.1511618, 0.14672358, 0.10102538, 0.1958784, 0.1821676, 0.114928275]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
367,10469.0,Minecraft, 이거 잠깐 지웠다 깔았는데 로그인이 안 돼있길래 다시 하는 데 계속 안된다고 떠요 이거 좀 어떻게 해주세요,"[0.1081151, 0.15116191, 0.14672372, 0.1010255, 0.19587854, 0.16194771, 0.13514754]","('Bloons TD 5',)","('Bloons TD 5',)"
368,10470.0,Minecraft, 이건 제 부탁인데 데스런 깔았더니 튕김 그래서 지웠다 깔아도 계속 안됨 수정 좀.....,"[0.10597245, 0.14816605, 0.14381586, 0.09902335, 0.19199644, 0.15873815, 0.15228774]","('Color Road',)","('Color Road',)"
369,10471.0,Minecraft, 너무 꿀 잼 계속하게 돼서 재미있음,"[0.106580965, 0.14751844, 0.14383003, 0.09964387, 0.19106042, 0.15860917, 0.15275712]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
370,10472.0,Minecraft, 아주 좋아요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bubble Shooter',)","('Bubble Shooter',)"
371,10473.0,Minecraft, 꿀잽,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
372,10474.0,Minecraft," 재밌어요. 건축, 야생 등등등..","[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
373,10475.0,Minecraft, It is very good,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
374,10476.0,Minecraft, 너무너무 재미있어요,"[0.111730196, 0.15292226, 0.14983425, 0.10451995, 0.19794828, 0.16506328, 0.11798179]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
375,10477.0,Minecraft, Mojang 최고! Best game! 정말 재밌는 게임입니다. 하지만 부탁이 있어요. 버전을 바꿀 수 있도록 해주세요. 이에 대한 답변을 기다리겠습니다. 답변해주시면 감사하겠습니다,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Block Puzzle',)","('Block Puzzle',)"
376,10490.0,Monument Valley," 진짜 너무 재미있고 은근 중독성 있네요! 그래픽도 좋고 챕터도 다 하나하나 예쁘게 만들어져있고 스토리랑 난이도도 좋네요 원래 리뷰 잘 안 남기는데 너무 재미있고 제 최애, 인생게임이라서 남기네요. 비록 무료로 잠깐 풀렸을 때 다운로드했지만 돈 주고 샀어도 아깝지 않았을 것 같아요! 제작자분들 좋은 게임 만들어주셔서 정말 감사합니다! 3편도 나오길 기대할게요~","[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
377,10491.0,Monument Valley," 돈 비싸다고 징징대는 사람들 멉니까? 1편 마지막 부분에 잘 보시길 바랍니 다. 이 금액이 어디에 쓰이는 건지요! 게임명은 아주 좋습니다.^^♡ 몽환적인 느낌, 화려한 그래픽 또한 포근 한 느낌이 들어서 월별 마크 드립니다. 조만간 3편 나올 것 같다는 제 기분 탓일 까요?^^","[0.1024777, 0.14194217, 0.17668447, 0.0958061, 0.22186244, 0.15260635, 0.10862077]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
378,10492.0,Monument Valley, 비싸서 안 사는 거라면 먼저 이 게임할 가치가 없도다. 이 게임은 4500원 이상의 충분한 가치를 보일뿐더러 당신의 생각 이상을 창조한다. 이 게임을 전적으로 추천하고 비싸고 안 살 거면 사지 마라. 게임 가격은 제작자가 정한다. 따지지 마라. 충분한 제력이다,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Classic',)","('Angry Birds Classic',)"
379,10493.0,Monument Valley," 이 게임은 명작이라고 불려도 무방할 정도로 스토리성이 뛰어나고, 또한 퍼즐마저 눈을 즐겁게 해주는 그래픽과 창작성으로 인해 짜증이 나지 않습니다. 이런 몽롱한 게임을 너무나도 원해왔는데, 드디어 이 게임을 해봐서 영광입니다. Fps와 레이싱 게임만 하던 사람으로서 눈을 즐겁게 해주고 편안하게 해주는 게임은 이 게임이 아마 처음이 아닐까.. 싶습니다.","[0.11036542, 0.15237513, 0.1489243, 0.102810524, 0.20110737, 0.16599503, 0.11842222]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
380,10494.0,Monument Valley," 유료로 모바일 게임을 구매해본 것은 처음 이여서 조금 망설였지만 기대 이상입니다! 퀄리티가 좋고, 무엇보다 터치감이 가장 마음에 듭니다. 몽환적인 분위기가 예쁘네요 ~ 4.500원이 아깝지 않았어요","[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
381,10495.0,Monument Valley, 플레이스테이션의 완다와 거상이 생각나는 건 저뿐인가요? 분위기나 BGM이 어렸을 때 했던 완다와 거상이 생각나서 추억에 빠질 수 있어서 좋았던 거 같아요 운 좋게 무료로 플레이했는데 재밌는 걸 넘어서서 좋았어요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
382,10496.0,Monument Valley, 처음으로 사고 나서 후회 1도 안 하는 게임. 추가 업데이트가 있을 거라 생각했지만 후속작이 나왔다. 후속작도 구매해야지... 근데 게임을 식 제했다 다시 깔면 세이브 파일이 날라 가 있다... 구매내역은 문제없는데 세이브 파일이 계속 날아가서 삭제할 수가 없다. 폰 바꾸면 처음부터 다시 깨야 한다.,"[0.10503619, 0.1439922, 0.14090618, 0.15742268, 0.18637703, 0.15534087, 0.11092483]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
383,10497.0,Monument Valley, 마음이 따뜻 심플하고 몽환적 디자인 게임하는 중 새로운 이동을 발견하며 슬쩍 미소를 띠고 내가 천재인가 하며 착각을 만드는 게임 비록 마지막 단계를 깨면서 어라? 설마 여기서 끝나나? 살짝 허무함과 아쉬움이 느껴지지만 한편으론 게임의 기발한 독창성으로 인해 이해가 되기도 하고 딱 여기까지여서 게임에 싫증 같은 건 느끼지 않고 좋은 점만 남았다. 히잉 더 늘려주세요ㅠㅠ,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bloons TD 5',)","('Bloons TD 5',)"
384,10498.0,Monument Valley, 살면서 해본 게임 중 최고.. 발상에 감탄하며 몰입해버렸더니 킨 직후 한 시간 반씩이나 플레이하며 마침내 깬 다음에야 제가 소리를 끄고 플레이했다는 것을 알았습니다ㅎ.. 넘잼써요ㅠㅠ 아쉬운 건 너무 짧다는 것.. 3차원 그 이상을 생각하게 되는 킹 갓 게임..!,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
